station code,Station name,srcStateName,srcYear,Minimum temperature for medium and minor rivers,Maximum temperature for medium and minor rivers,Minimum value of dissolved oxygen,Maximum value of dissolved oxygen,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required for medium and minor rivers,Maximum  of Nitrate N + Nitrite N required for medium and minor rivers,Minimum  of Faecal Coliforms for medium and minor rivers,Maximum   of Faecal Coliforms for medium and minor rivers,Minimum  of total coliform for medium and minor rivers,Maximum  of total coliform for medium and minor rivers,YearCode,Year
2307,R MANJESWARAM AT BAJRAKKARA BR.,KERALA,2019,27,30,3,8.5,6.2,8.8,54,228,1,2.9,0.01,0.6,4,220,40,940,2019,"Calendar Year (Jan - Dec), 2019"
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,2019,26,34,4.2,7.1,6.5,7.6,66,199,0.2,2.8,0.1,0.21,2,84,17,170,2019,"Calendar Year (Jan - Dec), 2019"
1384,"MANIMALA AT THONDRA, KERALA",KERALA,2019,26,32,5.8,8,6.8,7.6,84,304,0.3,2.4,0.05,0.24,100,790,200,1200,2019,"Calendar Year (Jan - Dec), 2019"
1340,"MANIMALA AT KALLOOPARA, KERALA",KERALA,2019,26,32,5.4,8.1,6.9,7.9,80,330,0.4,3,0.01,0.31,50,610,100,920,2019,"Calendar Year (Jan - Dec), 2019"
2285,R MAMOM AT MAMOM BRIDGE,KERALA,2019,28,34,4.1,7.4,6.1,7.8,102,189,0.5,4.6,0.01,0.06,100,910,200,2500,2019,"Calendar Year (Jan - Dec), 2019"
1568,"VALAYAM, KERALA",KERALA,2019,24,30,5.7,8.6,6.4,7.7,33,102,0.1,2.4,0.01,0.49,180,3400,460,7000,2019,"Calendar Year (Jan - Dec), 2019"
1567,"KUTTIYADY ESTATE, KERALA",KERALA,2019,26,32,6.8,9.9,6.2,7.7,24,44,0.1,1.5,0.01,0.6,50,1400,70,1700,2019,"Calendar Year (Jan - Dec), 2019"
3765,"BEGA RIVER, MG ROAD, MANGALDOI",ASSAM,2019,21,32,5.8,6.8,7.4,8.1,73,131,1.1,2.5,0.6,2.1,300,2100,720,4400,2019,"Calendar Year (Jan - Dec), 2019"
3760,"BAROI RIVER, NEAR BRIDGE AT NH52, BISWANATH DISTRICT",ASSAM,2019,20,30,4.8,6.8,6.8,8.1,52,130,1.3,2.7,0.5,1.6,2,2000,720,4200,2019,"Calendar Year (Jan - Dec), 2019"
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,2020,28,30,3.8,5.5,6.2,7.4,175,36810,1,2.3,0.11,4.11,1100,2200,1700,3300,2020,"Calendar Year (Jan - Dec), 2020"
4369,"COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD, TANUKU BEFORE JOINING RIVER GODAVARI",ANDHRA PRADESH,2019,25,26,6,8,7.4,8.6,197,652,1.7,14,0.15,3.3,3,9,69,1300,2019,"Calendar Year (Jan - Dec), 2019"
2352,"VAMSADHARA, KALINGAPATNAM, VIZIANAGARAM",ANDHRA PRADESH,2019,20,33,5.5,8.6,7,8.2,225,375,1.4,2.3,0.18,3.26,9,23,120,390,2019,"Calendar Year (Jan - Dec), 2019"
4379,"UPPUTERU BEFORE CONFLUENCE WITH SEA, AT CHINAGOLLAPALEM VILLAGE, KRUTHIVENNU (M)",ANDHRA PRADESH,2019,25,28,4.1,5.8,7.7,7.9,28800,34100,2.2,3.4,0.56,1.4,3,4,210,1600,2019,"Calendar Year (Jan - Dec), 2019"
4357,RUSHIKONDA BEACH,ANDHRA PRADESH,2019,25,32,5,7,7.2,8.4,5000,85900,1.2,2.4,0.33,1.07,4,15,28,150,2019,"Calendar Year (Jan - Dec), 2019"
4351,"RIVER NAGAVALI IMMEDIATE BORDER BETWEEN ANDHRA PRADESH & ORISSA STATES, NEAR SIVALAYAM, KUNERU (V), KOMARADA (M)",ANDHRA PRADESH,2019,24,34,5.4,8.2,6.7,8.6,240,462,1.2,2.4,0.38,1.77,7,21,93,460,2019,"Calendar Year (Jan - Dec), 2019"
4348,"RIVER VAMSADHARA, IMMEDIATE BORDER BETWEEN ANDHRA PRADESH & ORISSA STATES, NEAR LALITHAMBA TEMPLE, BATTILI (V) BHAMINI (M)",ANDHRA PRADESH,2019,20,34,6.5,8.1,6.7,8.3,254,384,1.4,2.6,0.16,2.29,7,21,93,460,2019,"Calendar Year (Jan - Dec), 2019"
4347,"RIVER NAGAVALI NEAR WATER PUMP HOUSE (KILLIPALEM) , DOWN STREAM (D/S) OF SRIKAKULAM TOWN, AFTER CONFLUENCE OF TOWN SEWAGE",ANDHRA PRADESH,2019,21,30,4.6,7,7.1,8.5,302,1090,1.2,2.6,0.96,8.64,15,20,120,1100,2019,"Calendar Year (Jan - Dec), 2019"
4346,"RIVER NAGAVALI NEAR NH 16 BRIDGE, UPSTREAM (U/S) OF SRIKAKULAM TOWN, BEFORE CONFLUENCE OF TOWN SEWAGE",ANDHRA PRADESH,2019,21,30,5,8.5,7.2,8.7,234,631,0.8,2.7,0.24,2.13,4,11,69,120,2019,"Calendar Year (Jan - Dec), 2019"
1448,"NAGAVALI AT THOTAPALLI REGULATOR, VIZIANAGARAM",ANDHRA PRADESH,2019,24,36,5.7,8.1,6.7,8.4,200,585,1.2,2.5,0.23,9.35,7,21,75,2400,2019,"Calendar Year (Jan - Dec), 2019"
4358,"RIVER GOWTHAMI (GODAVARI) GOVALANKA, INJARAM (V), NEAR GMC BALAYOGI BRIDGE, TALLAREVU (M)",ANDHRA PRADESH,2019,25,31,5.8,6.8,7.1,8.4,228,60900,1.3,2.4,0.7,3.09,4,20,93,210,2019,"Calendar Year (Jan - Dec), 2019"
2298,R KUPPAM AT RAYAROM,KERALA,2019,21,32,4.8,8,6.8,7.8,32,125,0.2,2.9,0.01,0.31,10,130,80,610,2019,"Calendar Year (Jan - Dec), 2019"
4079,MANWAR TAWI AT TARHALI BRIDGE ( 5 KM U/S SALAINI BRIDGE),JAMMU & KASHMIR,2019,21,22,7.4,8.2,7.6,8.3,96,136,,,0.01,0.01,,,,,2019,"Calendar Year (Jan - Dec), 2019"
3352,UMKHEN RIVER AT DIENGPASOH,MEGHALAYA,2019,13,19,7,7.6,7.3,7.8,44,60,1.4,2.2,0.54,1,6,24,110,280,2019,"Calendar Year (Jan - Dec), 2019"
1569,"THALIPARAMBA, KERALA",KERALA,2019,24,31,4.9,8.2,6.2,7.5,64,41800,0.3,2.8,0.01,0.3,10,120,49,790,2019,"Calendar Year (Jan - Dec), 2019"
2326,R KORAYAR AT KANJIKODE,KERALA,2019,25,37,5.4,7.3,6.2,8,300,1524,0.7,3,0.29,5.84,2,400,40,920,2019,"Calendar Year (Jan - Dec), 2019"
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,2019,23,32,4.9,7.1,6,7.8,88,195,0.9,2.8,0.01,0.34,100,480,200,790,2019,"Calendar Year (Jan - Dec), 2019"
3415,"RIVER DHALAI AT KAMALPUR D/S, DHALAI",TRIPURA,2020,22,28,4.3,6.3,6.4,7.3,111,182,0.7,1.8,0.87,1.97,21,58,84,240,2020,"Calendar Year (Jan - Dec), 2020"
3416,"RIVER DHALAI AT MANIK BHANDHER, DHALAI",TRIPURA,2020,22,28,5.2,6.8,6.8,7.8,118,180,1,1.6,0.47,1.84,17,58,58,210,2020,"Calendar Year (Jan - Dec), 2020"
3420,"RIVER LONGAI AT DAMCHERRA (INTERSTATE BOUNDRY), NORTH TRIPURA",TRIPURA,2020,22,28,5.3,6.7,6.3,7.6,119,174,0.7,1.3,0.62,1.09,25,48,58,170,2020,"Calendar Year (Jan - Dec), 2020"
3421,"RIVER JURI AT KRISHNAPUR, D/S OF DHARMANAGAR, NORTH TRIPURA",TRIPURA,2020,22,28,5.1,6.5,6.7,7.4,118,169,0.6,1.8,0.68,1.87,17,58,58,1110,2020,"Calendar Year (Jan - Dec), 2020"
1448,"RIVER NAGAVALI AT THOTAPALLI REGULATOR, VIZIANAGARAM",ANDHRA PRADESH,2020,25,30,5,8,7.4,8.4,212,440,1.2,2.7,0.15,2.05,4,15,64,240,2020,"Calendar Year (Jan - Dec), 2020"
3422,"RIVER DEO AT PECHARTHAL D/S, NORTH TRIPURA",TRIPURA,2020,22,28,5,6.2,6.7,7.8,115,161,0.5,1.4,0.57,1.78,21,63,63,210,2020,"Calendar Year (Jan - Dec), 2020"
30013,RIVER KOSHALYA AT U/S PARWANOO,HIMACHAL PRADESH,2020,,,8.2,10.1,7.8,8.5,310,375,1,5.7,1.22,1.71,78,2200,1100,54000,2020,"Calendar Year (Jan - Dec), 2020"
2352,"RIVER VAMSADHARA, KALINGAPATNAM, VIZIANAGARAM",ANDHRA PRADESH,2020,24,32,5.8,8.5,6.9,8.3,228,321,1.1,3,0.1,3.93,7,21,93,210,2020,"Calendar Year (Jan - Dec), 2020"
4346,"RIVER NAGAVALI NEAR NH- 16 BRIDGE, UPSTREAM (U/S) OF SRIKAKULAM TOWN, BEFORE CONFLUENCE OF TOWN SEWAGE",ANDHRA PRADESH,2020,24,33,6,8.5,7.2,8.3,274,522,1,2.7,0.25,1.72,7,21,75,210,2020,"Calendar Year (Jan - Dec), 2020"
4347,"RIVER NAGAVALI NEAR WATER PUMP HOUSE (KILLIPALEM) , DOWN STREAM (D/S) OF SRIKAKULAM TOWN, AFTER CONFLUENCE OF TOWN SEWAGE",ANDHRA PRADESH,2020,24,31,5.3,8,7.1,8.7,324,790,1.7,4.5,0.25,9.5,9,23,120,460,2020,"Calendar Year (Jan - Dec), 2020"
4348,"RIVER VAMSADHARA, IMMEDIATE BORDER BETWEEN ANDHRA PRADESH & ORISSA STATES, NEAR LALITHAMBA TEMPLE, BATTILI (V) BHAMINI (M)",ANDHRA PRADESH,2020,22,33,6,8.2,6.9,8.2,248,369,1.2,2.6,0.07,3.65,7,21,120,210,2020,"Calendar Year (Jan - Dec), 2020"
4351,"RIVER NAGAVALI IMMEDIATE BORDER BETWEEN ANDHRA PRADESH & ORISSA STATES, NEAR SIVALAYAM, KUNERU (V), KOMARADA (M)",ANDHRA PRADESH,2020,24,29,5.6,8,7.4,8.3,212,408,1,2.8,0.34,3.09,7,21,69,210,2020,"Calendar Year (Jan - Dec), 2020"
4379,"RIVER UPPUTERU BEFORE CONFLUENCE WITH SEA, AT CHINAGOLLAPALEM VILLAGE, KRUTHIVENNU (M)",ANDHRA PRADESH,2020,25,27,3.7,5.2,7.5,8.1,28400,47930,2.2,2.8,0.66,1.3,3,3,64,240,2020,"Calendar Year (Jan - Dec), 2020"
4390,"PAPAVINASANAM RESERVOIR, TIRUMALA",ANDHRA PRADESH,2020,24,28,5.6,6.8,6.4,7.6,42,92,0.5,1,0.06,0.43,2,100,2,300,2020,"Calendar Year (Jan - Dec), 2020"
4922,ALAGANOOR RESERVOIR,ANDHRA PRADESH,2020,25,25,5.7,5.7,8.1,8.1,732,732,2.2,2.2,0.48,0.48,69,69,350,350,2020,"Calendar Year (Jan - Dec), 2020"
3760,"RIVER BAROI NEAR BRIDGE AT NH-52, BISWANATH DISTRICT",ASSAM,2020,18,32,5.2,6.6,7,8,98,130,1.2,2.5,0.4,1,300,700,730,1500,2020,"Calendar Year (Jan - Dec), 2020"
3763,"RIVER GABHARU NEAR BRIDGE AT NH-52, NEAR TUMIUKI, SONITPUR",ASSAM,2020,18,30,5,6.8,6.6,7.5,74,96,1.3,2.1,0.4,1.2,300,730,720,2100,2020,"Calendar Year (Jan - Dec), 2020"
3765,"RIVER BEGA MG ROAD, MANGALDOI",ASSAM,2020,20,32,5.5,6.4,7,7.7,96,127,1.3,2.3,0.5,1,300,730,720,1500,2020,"Calendar Year (Jan - Dec), 2020"
3767,"RIVER NUWA NOI NEAR BRIDGE OVER BOINAOJA PARA, MANGALDOI",ASSAM,2020,19,32,5.8,6.7,7.1,7.8,71,98,1.2,2.2,0.4,1.4,300,1100,730,2000,2020,"Calendar Year (Jan - Dec), 2020"
3768,RIVER KAKODONGA AT NH-37 CROSSING,ASSAM,2020,19,29,5.1,6.8,6.9,7.8,108,205,1.4,2.1,0.5,1.8,2,360,360,1100,2020,"Calendar Year (Jan - Dec), 2020"
3773,RIVER TOWKAK AT SONARI,ASSAM,2020,17,29,6,7.5,6.8,7.6,115,141,0.9,2,0.4,1.8,300,360,360,1100,2020,"Calendar Year (Jan - Dec), 2020"
3774,RIVER SUFFRY AT MAIBELLA,ASSAM,2020,17,29,5.1,7.8,6.3,7.3,187,297,0.7,2.2,0.4,1.6,2,360,2,910,2020,"Calendar Year (Jan - Dec), 2020"
3775,RIVER TENGA PUKHURI AT TENGAPUKHURI,ASSAM,2020,18,32,4.9,7.6,6.8,7.5,26,61,1.9,2.3,0.3,0.9,2,300,2,730,2020,"Calendar Year (Jan - Dec), 2020"
3777,"RIVER DORIKA NEAR MSW DUMPING SITE, SIVASAGAR",ASSAM,2020,18,30,5,6.5,7,7.8,94,230,1.1,2.2,0.6,2.6,300,600,720,1600,2020,"Calendar Year (Jan - Dec), 2020"
3780,"RIVER SESSA NEAR SESSA TINIALI, NH BRIDGE, DIBRUGARH",ASSAM,2020,20,26,6.5,8.8,6.9,7.8,142,180,1.6,2.3,0.6,1.6,300,1500,360,3500,2020,"Calendar Year (Jan - Dec), 2020"
3782,"RIVER NIZ KODOMONI PWSS COMPLEX, DIBRUGARH",ASSAM,2020,24,25,0.3,0.3,7.2,7.6,108,176,1.3,1.7,0.7,0.8,2,2,2,2,2020,"Calendar Year (Jan - Dec), 2020"
3783,"RIVER MAGURI BEEL, GUIJAN, TINSUKIA",ASSAM,2020,20,26,4.2,9.4,7,7.9,98,119,2.2,2.7,0.7,1.4,300,730,720,1500,2020,"Calendar Year (Jan - Dec), 2020"
3784,"RIVER TINGRAI NEAR TINSUKIA MSW DUMPING SITE, ITAKHOLA",ASSAM,2020,21,25,5.6,9.8,7.3,8,126,150,1.4,2.3,0.8,1.8,300,610,720,1500,2020,"Calendar Year (Jan - Dec), 2020"
3786,"RIVER GAI NADI AT SOMARAJAN, DHEMAJI",ASSAM,2020,19,25,5.2,8,7,7.8,165,196,1.2,2.1,0.6,1.4,300,730,700,2000,2020,"Calendar Year (Jan - Dec), 2020"
3788,"RIVER JIADHAL KUMOTIYA RIVER NEAR JIADHAL BRIDGE, DHEMAJI",ASSAM,2020,20,28,5.7,8.8,7,8.1,158,180,1.3,2.1,0.3,1.2,300,910,720,2100,2020,"Calendar Year (Jan - Dec), 2020"
3791,"RIVER KALIANI NEAR KANAIGHAT BRIDGE, KANAIGHAT",ASSAM,2020,20,30,5.2,9.8,7.3,7.7,39,69,1.2,2.3,0.4,1.7,300,730,720,2000,2020,"Calendar Year (Jan - Dec), 2020"
3796,RIVER KUJI (NEAR NEW BOGAGIGAON) NEAR WATER INTAKE POINT FOR NF RAILWAY,ASSAM,2020,24,33,4.9,5.9,7,7.7,40,79,1.6,2.2,0.5,1.1,300,730,360,1500,2020,"Calendar Year (Jan - Dec), 2020"
3799,RIVER KILLING IN MORIGAON DISTRICT,ASSAM,2020,17,31,5.2,8.8,7.2,7.7,23,82,1.2,2.2,0.6,1.4,300,1100,610,2100,2020,"Calendar Year (Jan - Dec), 2020"
3803,"RIVER MADHURA AT MADHURAGHAT, CACHAR",ASSAM,2020,20,25,5.3,5.8,7.1,7.5,90,125,1.3,2.2,0.4,0.8,300,1400,360,3500,2020,"Calendar Year (Jan - Dec), 2020"
3807,RIVER DIGARU AT NH CROSSING,ASSAM,2020,19,30,6.5,9.8,7,7.7,47,96,1.4,2.2,0.6,1.1,300,1500,1100,3500,2020,"Calendar Year (Jan - Dec), 2020"
3810,RIVER KULSI AT CHAYGAON NEAR NH37 CROSSING,ASSAM,2020,19,32,5.6,9.5,7.1,7.6,46,94,1.1,2.5,0.7,1,300,1100,1100,3500,2020,"Calendar Year (Jan - Dec), 2020"
3811,RIVER PUTHIMARI NEAR PUTHIMARI CHOWK AT NH CROSSING,ASSAM,2020,19,34,5.6,9.4,7,7.9,54,133,1.4,2.8,0.6,1.1,300,910,300,2000,2020,"Calendar Year (Jan - Dec), 2020"
4399,"RIVER HARHA AT BAGHA, LAURIYA ROAD BRIDGE",BIHAR,2020,16,28,6.6,9.8,7.4,8,203,352,1.3,2.3,0.05,0.74,780,160000,1700,160000,2020,"Calendar Year (Jan - Dec), 2020"
4400,RIVER LAKHANDEI SITAMARHI U/S,BIHAR,2020,17,32,5.5,8.5,7.5,8.3,169,668,1.9,3.8,0.05,0.54,2100,160000,3900,160000,2020,"Calendar Year (Jan - Dec), 2020"
4401,RIVER LAKHANDEI SITAMARHI D/S,BIHAR,2020,16,28,1.1,7.5,7.3,7.6,209,771,2.5,4,0.19,0.57,4000,160000,28000,160000,2020,"Calendar Year (Jan - Dec), 2020"
4405,"RIVER DHONS AT MADHWAPUR, MADHUBANI",BIHAR,2020,19,29,4.8,8.5,7.2,7.9,130,354,1.1,2,0.15,0.33,1100,160000,14000,160000,2020,"Calendar Year (Jan - Dec), 2020"
1393,"RIVER DAMANGANGA AT D/S OF MADHUBAN, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,28,32,6.1,7.2,7.3,7.9,145,274,1,1,0.1,0.6,7,17,27,63,2020,"Calendar Year (Jan - Dec), 2020"
2459,"RIVER DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,29,33,4.3,6.3,7.1,7.7,217,7985,1,4,0.3,3,500,1600,920,1600,2020,"Calendar Year (Jan - Dec), 2020"
2460,"RIVER DAMANGANGA AT DISCHARGE POINT OF DISTILLERY, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,29,30,4.5,4.9,7.3,8,7050,28710,1.9,3,1,2.5,90,130,350,430,2020,"Calendar Year (Jan - Dec), 2020"
2461,"RIVER DAMANGANGA AT DAMAN JETTY, MOTI DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,28,32,4.3,6,7.1,8,1210,32820,1,3,0.1,3,33,170,130,540,2020,"Calendar Year (Jan - Dec), 2020"
2462,"RIVER DAMANGANGA AT VAPI WEIR, VAPI, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,28,33,4.4,6.8,7.2,8.3,228,385,1,2,0.1,0.5,21,280,63,920,2020,"Calendar Year (Jan - Dec), 2020"
2463,"RIVER DAMANGANGA AT LAVACHA TEMPLE, SILVASSA","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,28,32,5.9,7.3,7.3,8.4,186,336,1,1,0.1,3.6,11,40,63,94,2020,"Calendar Year (Jan - Dec), 2020"
2464,"RIVER DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,28,32,5.1,7.2,7.5,8.3,224,367,1,1,0.1,1.8,7,40,63,110,2020,"Calendar Year (Jan - Dec), 2020"
2465,"RIVER DAMANGANGA AT NAROLI BRIDGE, SILVASSA","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,29,32,5.9,7.2,7.5,8.4,168,296,1,1,0.1,1.8,7,22,39,120,2020,"Calendar Year (Jan - Dec), 2020"
2466,"RIVER DAMANGANGA AT VILLAGE NAMDHA, VAPI","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,29,32,3.5,6.1,6.9,8.1,325,4250,1,2.8,0.1,3.4,40,1600,130,1600,2020,"Calendar Year (Jan - Dec), 2020"
30040,"RIVER DAMANGANGA AT ZERI CAUSEWAY, (UT OF DAMAN)","DAMAN AND DIU, DADRA AND NAGAR HAVELI",2020,26,27,1.4,5.3,6.8,7.3,,,5.5,6.4,9.89,24.98,,,,,2020,"Calendar Year (Jan - Dec), 2020"
1399,"RIVER ZUARI AT CORTALIM, GOA",GOA,2020,26,32,4.5,7.9,7,7.7,258,58470,1,2.9,0.11,0.72,1300,4900,2300,7900,2020,"Calendar Year (Jan - Dec), 2020"
1400,"RIVER MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,2020,28,32,5.3,7.5,6.7,7.9,359,59130,1,1.9,0.11,1.09,70,130,120,280,2020,"Calendar Year (Jan - Dec), 2020"
1475,RIVER ZUARI AT PANCHAWADI,GOA,2020,27,31,4,7.6,6.2,7.5,82,27560,1,2.3,0.16,0.82,78,2200,130,3300,2020,"Calendar Year (Jan - Dec), 2020"
1476,"RIVER MANDOVI AT TONCA, MARCELA, GOA",GOA,2020,26,30,4,7.3,6.1,7.2,135,47660,1,1.7,0.11,0.78,680,1300,1100,3300,2020,"Calendar Year (Jan - Dec), 2020"
1543,"RIVER KALNA AT CHANDEL- PERNEM, GOA",GOA,2020,26,31,6.4,8,6.5,7.2,15,101,1,1,0.06,0.62,230,2300,330,3300,2020,"Calendar Year (Jan - Dec), 2020"
1544,"RIVER VALVANT AT SANKLI - BICHOLIM, GOA",GOA,2020,27,30,6.4,8.4,5.8,7,44,94,1,2,0.11,0.32,1300,2200,2200,4900,2020,"Calendar Year (Jan - Dec), 2020"
1545,"RIVER MADAI AT DABOS - VALPOI, GOA",GOA,2020,28,31,5.1,8,5.4,7.8,61,297,1,2.3,0.11,0.32,220,1700,270,2700,2020,"Calendar Year (Jan - Dec), 2020"
1546,"RIVER KHANDEPAR AT OPA - PONDA, GOA",GOA,2020,27,31,6.5,7.6,6.3,7.7,12,163,1,2.5,0.11,0.38,110,1400,220,1700,2020,"Calendar Year (Jan - Dec), 2020"
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,2020,27,30,6.6,7.8,6.3,8.1,46,122,1,1.2,0.11,0.32,330,2300,490,4600,2020,"Calendar Year (Jan - Dec), 2020"
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,2020,27,30,5.7,7.2,5.6,6.9,50,127,1,2.2,0.11,0.32,270,1700,340,2400,2020,"Calendar Year (Jan - Dec), 2020"
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE , U/S OPA WATERWORKS, SANGUEM",GOA,2020,27,31,6.5,8,6.1,7.7,12,155,1,2.5,0.11,0.32,110,1700,210,2200,2020,"Calendar Year (Jan - Dec), 2020"
2271,"RIVER SAL PAZORKHONI, CUNCOLIM(NEAR CULVERT MARGAO- CANACONA NATIONAL HIGHWAY)",GOA,2020,27,30,4.5,7,6.3,7.4,40,250,1,2.5,0.11,0.66,780,4900,1200,9400,2020,"Calendar Year (Jan - Dec), 2020"
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA, RIVON, SANGUEM",GOA,2020,27,31,6.6,8,6.1,7.6,15,209,1,1.7,0.11,0.32,780,2300,1100,3300,2020,"Calendar Year (Jan - Dec), 2020"
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",GOA,2020,28,30,4.3,6.5,6.8,7.9,23320,65600,1,1,0.11,1.5,1100,3300,2200,4900,2020,"Calendar Year (Jan - Dec), 2020"
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI,GOA,2020,27,32,2,7.1,6.2,7.3,30,656,1,5,0.11,0.74,1300,7900,2300,13000,2020,"Calendar Year (Jan - Dec), 2020"
2275,"RIVER CHAPORA NEAR ALORNA FORT , PERNEM",GOA,2020,26,31,6.1,8.5,6.5,7.3,16,7078,1,1.8,0.11,0.54,1300,4900,1700,7900,2020,"Calendar Year (Jan - Dec), 2020"
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,2020,26,31,5.8,9.3,5.9,7.7,72,938,1,2.8,0.11,0.69,3100,7900,4600,17000,2020,"Calendar Year (Jan - Dec), 2020"
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,2020,28,31,3.8,7.4,6.3,7.2,196,37180,1,2.7,0.11,1.13,130,1700,220,2700,2020,"Calendar Year (Jan - Dec), 2020"
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,2020,27,31,4,7.5,6.4,7.8,83,60000,1,3,0.11,0.91,680,2300,1100,4900,2020,"Calendar Year (Jan - Dec), 2020"
3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,2020,28,30,0.3,5.6,6.6,7.2,89,321,1,6,0.11,2.45,4900,13000,7000,28000,2020,"Calendar Year (Jan - Dec), 2020"
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,2020,26,30,4.5,7.5,6.8,7.7,722,62100,1,2,0.11,1.67,330,23000,490,33000,2020,"Calendar Year (Jan - Dec), 2020"
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,2020,26,30,4.7,7.2,6.9,7.7,830,63430,1,2.1,0.1,1.46,450,2700,790,3400,2020,"Calendar Year (Jan - Dec), 2020"
4409,RIVER SALMONA SPRING,GOA,2020,26,30,6.8,7.7,6,8.4,85,141,1,2.2,0.11,10.62,13,330,23,920,2020,"Calendar Year (Jan - Dec), 2020"
4410,CHAPOLI DAM,GOA,2020,27,30,6.2,8.1,6.5,8.5,60,110,1,1.4,0.09,0.71,22,1300,33,3500,2020,"Calendar Year (Jan - Dec), 2020"
10012,RIVER MANDOVI AT PANAJI U/S RIBANDAR CHODAN FERRY,GOA,2020,28,32,5.3,7.8,6.7,7.7,87,56140,1,2,0.11,1.05,82,330,170,490,2020,"Calendar Year (Jan - Dec), 2020"
1148,RIVER AMBIKA AT BILIMORA,GUJARAT,2020,24,35,6,7.4,7,7.8,536,50290,0.2,1.1,0.03,1.12,2,18,2,77,2020,"Calendar Year (Jan - Dec), 2020"
1149,RIVER KOLAK AT PATALIA BDG.,GUJARAT,2020,22,30,5.2,6.3,7.2,8,469,2612,1,2.9,0.21,0.45,90,1600,920,1600,2020,"Calendar Year (Jan - Dec), 2020"
1150,"RIVER DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,",GUJARAT,2020,22,28,6.6,7.2,7,8.2,160,298,0.5,1.9,0.09,0.43,9,41,32,210,2020,"Calendar Year (Jan - Dec), 2020"
1246,"RIVER DAMANGANGA AT KACHIGAON D\S (DAMAN),",GUJARAT,2020,22,30,4.8,7.5,4.9,7.9,265,9286,0.9,2.8,0.06,0.64,11,1600,84,1600,2020,"Calendar Year (Jan - Dec), 2020"
1434,RIVER AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT,2020,28,32,0.3,3.6,7.2,8.2,1176,2380,2.1,24,0.13,0.57,140,330,920,1700,2020,"Calendar Year (Jan - Dec), 2020"
1435,"RIVER KOLAK AT RAILWAY BRIDGE NO. 313 VAPI, VALSAD,",GUJARAT,2020,22,30,5.8,7,7.5,8.3,858,45790,0.8,2.2,0.22,0.7,12,80,43,430,2020,"Calendar Year (Jan - Dec), 2020"
1436,"RIVER BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,",GUJARAT,2020,18,30,0.6,7.2,7.3,8.4,642,9787,2.9,238,0.14,1.1,2,20,2,120,2020,"Calendar Year (Jan - Dec), 2020"
1438,"RIVER MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,",GUJARAT,2020,26,32,4.8,7,7.1,7.9,5,2296,0.8,8,0.06,0.16,2,540,26,1600,2020,"Calendar Year (Jan - Dec), 2020"
1860,RIVER BALESHWAR KHADI AT N.H. NO. 8,GUJARAT,2020,26,31,4.9,7.3,7.1,7.9,519,2086,0.4,1.8,0.06,1.3,6,350,41,1600,2020,"Calendar Year (Jan - Dec), 2020"
1861,RIVER PURNA ON BRIDGE AT SURAT- NAVSARI HIGHWAY,GUJARAT,2020,24,34,5,7.2,7.1,7.7,387,28630,0.5,1.5,0.04,0.14,2,46,2,350,2020,"Calendar Year (Jan - Dec), 2020"
