station code,Station name,Type of water body,srcYear,srcStateName,Minimum temperature of water,Maximum temperature of water,Minimum dissolved oxygen.,Maximum dissolved oxygen.,Minimum potential of Hydrogen(Ph) values.,Maximum potential of Hydrogen(Ph) values.,Minimum conductivity required for water quality,Maximum conductivity required for water quality,Minimum biochemical oxygen demand (BOD) required for water quality,Maximum biochemical oxygen demand (BOD) required for water quality,Minimum  of Nitrate N + Nitrite N required,Maximum  of Nitrate N + Nitrite N required,Minimum  of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Maximum   of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Minimum coliform required for different water bodies,Maximum coliform required for different water bodies,YearCode,Year
3261,"DAL LAKE AT NISHAT, WATER INTAKE POINT OF NISHAT WATER TREATMENT PLANT",LAKE,2020,JAMMU & KASHMIR,20,28,3.9,7.8,7.9,8.6,148,258,2.6,4.2,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
3262,"DAL LAKE AT NIGEEN, WATER INTAKE PT OF POKHRIBAL WATER TREATMENT PLANT",LAKE,2020,JAMMU & KASHMIR,20,28,5.2,8.7,7.5,8.5,132,241,1,2.8,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
3263,WULAR LAKE AT NINGLI NALLAH,LAKE,2020,JAMMU & KASHMIR,12,25,3.9,6.3,7.3,7.4,106,281,0.1,1.5,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
3264,WULAR LAKE AT WATLAB,LAKE,2020,JAMMU & KASHMIR,17,25,3.6,8.7,7.1,7.4,108,269,0.1,3.1,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
3265,WULAR LAKE ATKANIBATH,LAKE,2020,JAMMU & KASHMIR,20,24,4.1,8.4,7.2,7.3,250,278,2,4.1,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
3266,WULAR LAKE AT ENTRY PT OF ERIN NALLAH,LAKE,2020,JAMMU & KASHMIR,15,21,3.3,5.4,7.2,7.3,108,180,0.1,2.2,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4040,DAL AT ASHAIBAGH BRIDGE,LAKE,2020,JAMMU & KASHMIR,19,30,5.6,8.7,7.6,8.2,143,227,1,2.6,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4041,DAL AT NAYADYAR,LAKE,2020,JAMMU & KASHMIR,14,29,0.9,3.4,7,7.7,316,686,3.2,16.9,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4042,DAL AT JOGILANKER,LAKE,2020,JAMMU & KASHMIR,14,29,0.5,3.2,7.1,7.5,350,708,3.6,17.4,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4043,ANCHAR AT SINDH INFLOW,LAKE,2020,JAMMU & KASHMIR,13,27,2.7,8,7.3,7.8,125,528,1.4,3.6,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4044,ANCHAR AT CENTRAL SITE,LAKE,2020,JAMMU & KASHMIR,16,30,2.7,7.2,7.1,7.6,228,417,1.6,4.5,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4045,ANCHAR AT SANGAM,LAKE,2020,JAMMU & KASHMIR,17,29,0.7,4.5,7.1,7.3,185,520,2.4,4.9,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4046,ANCHAR NEAR LKIMS,LAKE,2020,JAMMU & KASHMIR,19,29,0.7,2.6,7.1,8.3,205,505,3.4,6.4,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4047,ANCHAR AT JENAB SAHAB SOURA,LAKE,2020,JAMMU & KASHMIR,17,27,1,2.2,7,7.2,194,493,4,6.2,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4048,WULAR AT SADERKOTE,LAKE,2020,JAMMU & KASHMIR,19,24,1.8,7.3,7,7.2,103,499,2.4,10.4,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4049,WULAR AT ZALWAN,LAKE,2020,JAMMU & KASHMIR,18,19,2.8,7.2,7,7.6,90,241,1.6,5.8,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4050,WULAR AT LANKRISH PORA,LAKE,2020,JAMMU & KASHMIR,16,16,3.5,3.5,7.1,7.1,260,260,5.8,5.8,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
2394,TOP CHANCHI LAKE,LAKE,2020,JHARKHAND,15,33,7.4,7.9,7.4,7.6,,,0.9,1.5,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
2393,"SHIV GANGA POND, DEOGHAR",POND,2020,JHARKHAND,16,35,8,8.8,7.2,8.6,308,318,2.1,18.8,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4491,"HOLY POND OF SHIV GANGA JARMUNDI, DUMKA",POND,2020,JHARKHAND,15,37,4.5,4.8,8.2,8.6,300,312,2.2,2.6,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4740,"LOCO TALAB ) PUMPU TALAB), AT- BARMASIA, DHANBAD",POND,2020,JHARKHAND,15,32,1.8,5.6,7.2,7.7,,,4.8,15.1,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
4741,"RANIBANDH TALAB NEAR ISM, DHANBAD",POND,2020,JHARKHAND,14,30,1.8,6,7.1,7.6,,,10.5,14,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
1388,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,",LAKE,2020,KARNATAKA,25,27,3.4,8.5,7,9.3,317,479,3,60,0.5,4.31,940,34000,5400,240000,2020,"Calendar Year (Jan - Dec), 2020"
1446,"HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MANDYA,",LAKE,2020,KARNATAKA,23,28,2,6.1,7.5,8.2,387,891,3,5.8,2.4,7.5,330,1200,2200,4300,2020,"Calendar Year (Jan - Dec), 2020"
3582,HEBBAL LAKE,LAKE,2020,KARNATAKA,20,34,0.3,3.6,7.4,8.5,1076,2490,9,17.2,0.83,11.3,2100,4300,8400,13000,2020,"Calendar Year (Jan - Dec), 2020"
3583,KUKKARAHALLI LAKE,LAKE,2020,KARNATAKA,21,29,6,6.9,7.9,9.2,512,633,2.8,5.2,1,2.8,580,1700,4300,6300,2020,"Calendar Year (Jan - Dec), 2020"
3584,DALAVAI LAKE,LAKE,2020,KARNATAKA,21,32,0.5,3.2,7.3,8.3,722,1176,7.4,15.2,1.9,5.3,2100,6300,8400,14000,2020,"Calendar Year (Jan - Dec), 2020"
3585,YENNEHOLE LAKE,LAKE,2020,KARNATAKA,19,33,0.3,2.8,7.4,8.4,919,1168,9.6,16,2.1,8.4,2100,7000,8400,15000,2020,"Calendar Year (Jan - Dec), 2020"
1309,DAL LAKE AT SRINAGAR,LAKE,2020,JAMMU & KASHMIR,12,27,4.9,9.1,7.2,8.3,130,226,1.3,2.7,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
3586,LIMBHABUDI LAKE,LAKE,2020,KARNATAKA,20,32,4.5,6,7.5,8.8,612,1270,3.5,7.5,3.4,7.6,1100,2200,4800,7000,2020,"Calendar Year (Jan - Dec), 2020"
3587,SHETTYKERE LAKE,LAKE,2020,KARNATAKA,20,32,5.2,6.5,7.5,8.8,494,978,3,6,1.2,6.5,910,2100,4800,6300,2020,"Calendar Year (Jan - Dec), 2020"
3591,KEMPAMBUDHI LAKE,LAKE,2020,KARNATAKA,24,31,4.1,11.5,6.6,8.3,397,723,3.4,17,0.01,4,1700,330000,9200,3500000,2020,"Calendar Year (Jan - Dec), 2020"
3592,YEDIYUR LAKE,LAKE,2020,KARNATAKA,24,30,4,8.4,7.3,9.2,250,725,3,16,0.31,3.2,940,15000,5400,160000,2020,"Calendar Year (Jan - Dec), 2020"
3593,ULSOOR LAKE TEMPLE,LAKE,2020,KARNATAKA,25,27,3.5,11.3,7,9,320,500,3,25,0.9,2.35,4100,210000,24000,1600000,2020,"Calendar Year (Jan - Dec), 2020"
3601,KARIHOBANAHALLI LAKE,LAKE,2020,KARNATAKA,23,30,0.9,5.3,6.5,7.9,992,2644,6,32,1,57,630,94000,5400,540000,2020,"Calendar Year (Jan - Dec), 2020"
3602,BELLANDUR LAKE,LAKE,2020,KARNATAKA,25,29,0.3,6.5,6.5,7.5,554,2107,0.5,32,1.61,16,12000,7000000,92000,54000000,2020,"Calendar Year (Jan - Dec), 2020"
3608,VARTHUR LAKE,LAKE,2020,KARNATAKA,25,29,0.3,6.8,6.5,8.1,880,1520,3,174,1.85,7.6,7000,23000000,54000,240000000,2020,"Calendar Year (Jan - Dec), 2020"
3609,IBBALUR LAKE,LAKE,2020,KARNATAKA,25,28,0.5,6.2,6.6,8,328,1386,3.5,31,0.51,10,330,3300000,3500,24000000,2020,"Calendar Year (Jan - Dec), 2020"
3610,TUBRAHALLI LAKE,LAKE,2020,KARNATAKA,24,30,0.5,10.5,6.8,8.4,1250,2050,6,70,1.2,4.56,4800,2100000,7000,16000000,2020,"Calendar Year (Jan - Dec), 2020"
3611,KAIKONDANAHALLI LAKE,LAKE,2020,KARNATAKA,25,29,3.4,6.5,6.9,8,702,1961,3,20,0.6,9,3300,94000,24000,540000,2020,"Calendar Year (Jan - Dec), 2020"
3612,AGARAM LAKE,LAKE,2020,KARNATAKA,25,28,3.7,6.8,6.8,7.5,814,1103,3.4,15,0.72,8,4800,70000,35000,920000,2020,"Calendar Year (Jan - Dec), 2020"
3613,GOTTIGERE LAKE,LAKE,2020,KARNATAKA,25,25,6.1,6.1,6.5,6.5,1101,1101,4,4,1.9,1.9,17000,17000,92000,92000,2020,"Calendar Year (Jan - Dec), 2020"
3614,PUTTENAHALLI LAKE (S),LAKE,2020,KARNATAKA,25,28,3.8,7.1,6.7,7.9,688,1410,2.7,9,0.65,4.5,330,110000,3500,920000,2020,"Calendar Year (Jan - Dec), 2020"
3615,ARAKERE LAKE,LAKE,2020,KARNATAKA,25,28,2.6,7.2,6.5,7.9,720,1961,3,45,1.2,6.5,790,46000,9200,350000,2020,"Calendar Year (Jan - Dec), 2020"
3616,KALENA AGRAHARA LAKE,LAKE,2020,KARNATAKA,25,29,3.4,7,6.6,7.9,682,1338,3.1,13,0.64,12,340,70000,3500,920000,2020,"Calendar Year (Jan - Dec), 2020"
3617,HULIMAVU LAKE,LAKE,2020,KARNATAKA,25,28,4,7.1,6.5,7.7,370,1343,2.6,11,1,2.4,840,79000,9200,540000,2020,"Calendar Year (Jan - Dec), 2020"
3618,SINGASANDRA LAKE,LAKE,2020,KARNATAKA,25,29,4.1,11.5,6.4,8,378,1472,2.6,20,0.7,3.21,630,120000,5400,920000,2020,"Calendar Year (Jan - Dec), 2020"
3620,PARAPPANA AGRAHARA LAKE,LAKE,2020,KARNATAKA,25,28,1,6.2,6.4,8.1,641,1482,3,24,1.06,3.3,630,130000,5400,920000,2020,"Calendar Year (Jan - Dec), 2020"
3621,HARALAKUNTE LAKE,LAKE,2020,KARNATAKA,25,29,0.3,8.4,6.7,7.9,510,1069,3.4,39,0.71,11,410,3400000,3500,24000000,2020,"Calendar Year (Jan - Dec), 2020"
3624,PUTTENAHALLI LAKE,LAKE,2020,KARNATAKA,25,30,3.8,6.7,5.3,8,575,1100,3,13,0.84,12,460,140000,5400,920000,2020,"Calendar Year (Jan - Dec), 2020"
3625,HEBBAL LAKE,LAKE,2020,KARNATAKA,25,28,2.4,6.5,6,7.7,178,702,2,15,0.4,5.89,1500,1400000,16000,9200000,2020,"Calendar Year (Jan - Dec), 2020"
3627,JAKKUR LAKE,LAKE,2020,KARNATAKA,25,31,2.3,5.8,6.4,9.8,702,1160,7,39,0.9,7.32,630,1200000,5400,9200000,2020,"Calendar Year (Jan - Dec), 2020"
3628,AMRUTHAHALLI LAKE,LAKE,2020,KARNATAKA,25,30,3,6.1,6.4,8.2,266,1184,3,17,0.46,3.77,1700,940000,16000,5400000,2020,"Calendar Year (Jan - Dec), 2020"
3644,MULBHAGAL LAKE,LAKE,2020,KARNATAKA,25,25,5.3,5.3,6.9,6.9,1264,1264,7,7,2.4,2.4,4600,4600,35000,35000,2020,"Calendar Year (Jan - Dec), 2020"
3645,DEVARAYASAMUDRA LAKE,LAKE,2020,KARNATAKA,25,25,6.3,6.3,6.6,6.6,182,182,4,4,0.46,0.46,4100,4100,24000,24000,2020,"Calendar Year (Jan - Dec), 2020"
3646,NARASAPURA LAKE,LAKE,2020,KARNATAKA,23,28,3.4,9,7.4,8.2,685,924,3,8,1.4,5.2,940,12000,5400,92000,2020,"Calendar Year (Jan - Dec), 2020"
3649,BUGUDANAHALLI LAKE,LAKE,2020,KARNATAKA,18,32,4.5,7,6.1,8.3,135,1612,2,8,0.12,3.83,390,1200000,5400,9200000,2020,"Calendar Year (Jan - Dec), 2020"
3654,GOTTIGERE LAKE,LAKE,2020,KARNATAKA,25,33,0.5,6,5.5,7.8,340,2014,6,36,0.86,10,84,40000,920,350000,2020,"Calendar Year (Jan - Dec), 2020"
3679,BHUTANALA LAKE,LAKE,2020,KARNATAKA,24,30,6.1,8.9,8.1,8.8,386,1200,1.1,9.9,0.61,3.96,500,920,900,1600,2020,"Calendar Year (Jan - Dec), 2020"
3680,KILLA LAKE,LAKE,2020,KARNATAKA,22,26,6.3,8.9,7.7,8.8,316,456,1,4.7,0.52,3.76,350,920,900,1600,2020,"Calendar Year (Jan - Dec), 2020"
2402,HAZARIBAGH MEETHAJHIL,LAKE,2020,JHARKHAND,16,29,6.4,8.3,6.7,7.6,,,1.1,2.8,,,,,,,2020,"Calendar Year (Jan - Dec), 2020"
3685,NAVALOORU LAKE,LAKE,2020,KARNATAKA,24,26,6.5,7.1,7.4,8.3,525,790,3.3,4.3,0.69,0.99,9,120,120,788,2020,"Calendar Year (Jan - Dec), 2020"
4094,"GANGONDANA HALLI LAKE, BENGALURU NORTH",LAKE,2020,KARNATAKA,24,36,0.2,6.9,5.7,7.2,243,2887,4,258,0.87,16,3300,1200000,24000,9200000,2020,"Calendar Year (Jan - Dec), 2020"
4095,"CHIKKABANVARA LAKE, CHIKKABANWARA, BENGALURU NORTH",LAKE,2020,KARNATAKA,25,32,0.6,6,6,7.9,419,1954,3.3,36,1.4,11,1700,84000,9200,1600000,2020,"Calendar Year (Jan - Dec), 2020"
4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,2020,KARNATAKA,24,36,0.1,6.4,6.5,8.2,306,1572,4,30,0.72,15,940,460000,5400,5400000,2020,"Calendar Year (Jan - Dec), 2020"
4097,"KACHOHALLI LAKE, KACHOHALLI, BENGALURU NORTH",LAKE,2020,KARNATAKA,24,37,0.5,6.7,6.7,7.5,1204,2278,2,39,1.3,13,490,150000,5400,1600000,2020,"Calendar Year (Jan - Dec), 2020"
4504,SARAKKI LAKE,LAKE,2020,KARNATAKA,24,30,3.5,7,6.6,8.2,329,920,3,9,0.34,14,1100,34000,9200,240000,2020,"Calendar Year (Jan - Dec), 2020"
4505,NELAMANGALA LAKE,LAKE,2020,KARNATAKA,25,30,4,6.5,6.2,9.2,121,2047,3,35,0.33,20.1,700,1700000,5400,9200000,2020,"Calendar Year (Jan - Dec), 2020"
4506,ABBIGERE LAKE,LAKE,2020,KARNATAKA,24,33,0.4,5.9,6.5,7,425,1553,5,11,0.8,14,700,63000,5400,540000,2020,"Calendar Year (Jan - Dec), 2020"
4507,CHELEKERE LAKE,LAKE,2020,KARNATAKA,25,31,3.2,7.4,6.1,8,267,945,2,16,0.48,5.6,480,170000,3500,1600000,2020,"Calendar Year (Jan - Dec), 2020"
4508,SINGAPURA LAKE,LAKE,2020,KARNATAKA,25,31,0.5,6,6.4,8,594,1954,3,30,1.2,13.9,4000,1200000,35000,92000000,2020,"Calendar Year (Jan - Dec), 2020"
4509,NARASIPURA LAKE,LAKE,2020,KARNATAKA,24,31,4,7.2,6,7.9,267,741,2,8,0.68,4,790,2300000,9200,35000000,2020,"Calendar Year (Jan - Dec), 2020"
4510,RACHENAHALLI LAKE,LAKE,2020,KARNATAKA,25,31,2.1,5.7,6.6,9.7,729,1368,4,30,0.77,6,6300,46000,54000,540000,2020,"Calendar Year (Jan - Dec), 2020"
4514,SADRAMANGALA LAKE,LAKE,2020,KARNATAKA,25,28,3.4,6.2,6.1,7.8,577,1405,4,10,0.03,3.4,480,63000,2400,540000,2020,"Calendar Year (Jan - Dec), 2020"
4515,BATTARAHALLI LAKE,LAKE,2020,KARNATAKA,25,28,2.4,6.8,6.6,8.2,757,1164,5,15,0.9,3.08,4600,490000,34000,2400000,2020,"Calendar Year (Jan - Dec), 2020"
4516,KUNDALAHALLI LAKE,LAKE,2020,KARNATAKA,24,26,4.2,6.9,7.1,7.8,882,1405,3,10,0.03,3.3,480,17000,3500,160000,2020,"Calendar Year (Jan - Dec), 2020"
4517,KOWDHENAHALLI LAKE,LAKE,2020,KARNATAKA,25,27,3.2,8.2,6.1,7.1,287,928,3,15,1.2,6.71,4100,150000,54000,1600000,2020,"Calendar Year (Jan - Dec), 2020"
4518,GARUDACHARPALYA LAKE,LAKE,2020,KARNATAKA,25,26,2,6.1,6.4,8.7,470,885,4,15,0.48,10,700,21000,5400,160000,2020,"Calendar Year (Jan - Dec), 2020"
4519,RAMPURA LAKE,LAKE,2020,KARNATAKA,25,26,0.3,3,6.1,7.2,528,1413,6.6,128,0.91,13.3,11000,940000,92000,5400000,2020,"Calendar Year (Jan - Dec), 2020"
4520,CHINNAPANHALLI LAKE,LAKE,2020,KARNATAKA,24,27,0.5,5.2,7,9.2,729,1309,6,37.5,1.5,11,4100,94000,35000,920000,2020,"Calendar Year (Jan - Dec), 2020"
4521,DEVARABEESANAHALLI LAKE,LAKE,2020,KARNATAKA,25,29,2.8,11,6.6,8,680,1228,3.2,14,0.13,3.3,460,63000,3500,540000,2020,"Calendar Year (Jan - Dec), 2020"
4523,NALLURAHALLI LAKE,LAKE,2020,KARNATAKA,29,29,1.4,3,7.2,7.3,1176,1314,10,17,4,14,46000,70000,540000,540000,2020,"Calendar Year (Jan - Dec), 2020"
4524,PATTANDUR AGARAHARA,LAKE,2020,KARNATAKA,24,29,1,5.8,6.7,7.6,445,1415,4,12,0.7,10,4100,330000,24000,3500000,2020,"Calendar Year (Jan - Dec), 2020"
4525,SEETHARAM PALYA LAKE,LAKE,2020,KARNATAKA,24,29,1,4.1,6.7,7.5,1082,2293,9,37,0.19,16,3300,150000,35000,1600000,2020,"Calendar Year (Jan - Dec), 2020"
4529,KASAVANAHALLI LAKE,LAKE,2020,KARNATAKA,25,28,3.6,5.6,6.8,8,738,1330,3,10,1.15,1.9,7900,4800000,54000,35000000,2020,"Calendar Year (Jan - Dec), 2020"
4533,ULLALU LAKE,LAKE,2020,KARNATAKA,23,29,2.4,7.2,6.9,8.2,917,1883,4,9,2.61,47,460,11000,3500,92000,2020,"Calendar Year (Jan - Dec), 2020"
4534,SOMPURA LAKE,LAKE,2020,KARNATAKA,25,32,4.7,7,6.3,7.6,268,871,2,5,0.3,4.47,1200,43000,9200,540000,2020,"Calendar Year (Jan - Dec), 2020"
4535,GUBBALAL KERE,LAKE,2020,KARNATAKA,25,31,0.6,6.5,6.7,7.8,1073,2298,4,32,3,7,460,4800000,3500,35000000,2020,"Calendar Year (Jan - Dec), 2020"
4536,HOSAKEREHALLI LAKE,LAKE,2020,KARNATAKA,20,32,2.4,6.7,6.3,7.9,380,1648,3,16,1.09,4.1,540,700000,9200,5400000,2020,"Calendar Year (Jan - Dec), 2020"
4537,CHINNAKURCHI KERE,LAKE,2020,KARNATAKA,24,32,5,6.9,6.5,8.2,248,593,3,5,0.61,5,1200,70000,9200,350000,2020,"Calendar Year (Jan - Dec), 2020"
4538,MACHOHALLI LAKE,LAKE,2020,KARNATAKA,23,37,1,6.6,6,7.4,607,3008,2,57,1.11,8.11,630,94000,5400,540000,2020,"Calendar Year (Jan - Dec), 2020"
4539,DODDABIDARAKALLU LAKE,LAKE,2020,KARNATAKA,24,35,0.1,7,6.5,7.9,294,2086,3,38,1.39,20,1100,1200000,16000,9200000,2020,"Calendar Year (Jan - Dec), 2020"
4540,KAMMGONDANAHALLI LAKE,LAKE,2020,KARNATAKA,24,32,1,6.1,6.1,8.5,313,1553,3.6,120,2,6.32,790,1100000,5400,9200000,2020,"Calendar Year (Jan - Dec), 2020"
4542,BASAVANAPURA LAKE,LAKE,2020,KARNATAKA,25,28,1.9,9.4,6.8,7.9,600,1254,4,13,0.97,3.4,460,48000,3500,350000,2020,"Calendar Year (Jan - Dec), 2020"
4543,KODI SINGASANDRA LAKE,LAKE,2020,KARNATAKA,25,29,3.8,6.5,6.7,8,337,1104,3.4,18,0.68,13.2,1700,110000,9200,1600000,2020,"Calendar Year (Jan - Dec), 2020"
4544,KOTHUNURU LAKE,LAKE,2020,KARNATAKA,25,28,2.6,12,6.7,7.6,332,1000,4.2,30,0.47,3.3,790,23000,9200,350000,2020,"Calendar Year (Jan - Dec), 2020"
4545,JUNGU KERE,LAKE,2020,KARNATAKA,28,28,3.5,6.2,7.3,7.6,868,1197,4,16,3,9,700,7900,5400,92000,2020,"Calendar Year (Jan - Dec), 2020"
4546,JAKKSANDRA LAKE,LAKE,2020,KARNATAKA,25,28,1,6.3,6.8,7.5,625,1236,4,10,0.67,13,1200,14000,9200,92000,2020,"Calendar Year (Jan - Dec), 2020"
4547,SWARANA KUNTE,LAKE,2020,KARNATAKA,25,28,4.1,6,7,7.8,660,1066,4,8,0.78,3,940,140000,5400,1600000,2020,"Calendar Year (Jan - Dec), 2020"
3559,HULLIGE TANK,TANK,2020,KARNATAKA,20,28,6.8,7.2,7.1,8.7,260,418,3,6,0.1,0.3,350,1100,1600,3500,2020,"Calendar Year (Jan - Dec), 2020"
3560,MAVENAKERE TANK,TANK,2020,KARNATAKA,24,30,3.8,8.6,8.6,9.4,810,3142,16,39,0.1,1.25,6300,28000,22000,92000,2020,"Calendar Year (Jan - Dec), 2020"
3561,HUNDIKERE (KOPPAL) TANK,TANK,2020,KARNATAKA,20,28,6.8,7.2,7.5,9.1,278,521,4,6,0.1,0.3,580,1100,2100,3500,2020,"Calendar Year (Jan - Dec), 2020"
3565,PILIKULA TANK,TANK,2020,KARNATAKA,27,32,5.3,7.6,6.6,7.4,128,166,2,3,0.08,2.49,2,1600,7,1600,2020,"Calendar Year (Jan - Dec), 2020"
3588,KARANJIKERE TANK,TANK,2020,KARNATAKA,21,26,4.5,6.7,7.2,8.4,552,868,3,7.2,1.5,5,780,1300,4300,6300,2020,"Calendar Year (Jan - Dec), 2020"
3589,MADIWALA TANK,TANK,2020,KARNATAKA,25,28,4.5,6.9,6.5,7.6,487,1661,3,9,0.83,3.8,940,940000,5400,9200000,2020,"Calendar Year (Jan - Dec), 2020"
3590,LALBAGH TANK,TANK,2020,KARNATAKA,24,30,4,8.2,6.9,8.2,399,592,4,9,0.12,3.31,230,14000,3500,160000,2020,"Calendar Year (Jan - Dec), 2020"
3594,SANKEY TANK,TANK,2020,KARNATAKA,25,27,3.6,7.6,6.5,8.6,357,570,3,8,0.18,4.59,230,70000,3500,540000,2020,"Calendar Year (Jan - Dec), 2020"
3595,BYRASANDRA TANK,TANK,2020,KARNATAKA,25,28,0.5,6.3,6,8.3,426,1469,4,41,0.58,4,4600,210000,54000,1600000,2020,"Calendar Year (Jan - Dec), 2020"
3596,NAYANDANAHALLI TANK,TANK,2020,KARNATAKA,22,28,4,6.8,5.6,6.6,187,415,3,6,0.41,2.89,700,150000,5400,1600000,2020,"Calendar Year (Jan - Dec), 2020"
3597,HESARAGHATTA TANK,TANK,2020,KARNATAKA,24,34,0.9,6.7,6.3,7.7,76,1852,2,31,0.82,4.5,790,170000,9200,1600000,2020,"Calendar Year (Jan - Dec), 2020"
3598,HEROHALLI TANK,TANK,2020,KARNATAKA,23,36,2.5,12,6.7,8.7,124,1228,4,29,1.15,4.7,700,1200000,5400,9200000,2020,"Calendar Year (Jan - Dec), 2020"
3599,MADAVARA TANK,TANK,2020,KARNATAKA,23,35,3,6.2,6.2,8.5,525,1594,4,20,1,5.9,79,48000,9200,350000,2020,"Calendar Year (Jan - Dec), 2020"
3600,SHIVAPURA TANK,TANK,2020,KARNATAKA,22,30,0.5,8.4,6.5,8.2,1114,3780,6,46,2.42,16,1100,1500000,9200,16000000,2020,"Calendar Year (Jan - Dec), 2020"
3603,VENGAIHNAKERE,TANK,2020,KARNATAKA,25,33,0.5,6.5,6.6,7.5,277,1791,4,50,1.66,12.2,840,480000,9200,5400000,2020,"Calendar Year (Jan - Dec), 2020"
3604,DODDANAKUNDI TANK,TANK,2020,KARNATAKA,25,25,4.6,5.3,6.2,6.9,714,791,5,8,1.1,3.61,6300,17000,54000,92000,2020,"Calendar Year (Jan - Dec), 2020"
3605,YELLAMALLAPPA TANK,TANK,2020,KARNATAKA,25,28,0.5,5.8,6.3,7.7,637,1988,4,51,1.4,29,790,94000,16000,920000,2020,"Calendar Year (Jan - Dec), 2020"
3606,DASARAHALLI TANK,TANK,2020,KARNATAKA,24,33,0.6,13.5,6.4,7.6,243,1354,3,13,0.73,13,700,48000,5400,350000,2020,"Calendar Year (Jan - Dec), 2020"
3607,KALKERE TANK,TANK,2020,KARNATAKA,25,28,0.5,8.6,6,8.2,525,1973,4,40,0.83,7.4,4600,1400000,35000,9200000,2020,"Calendar Year (Jan - Dec), 2020"
3619,BEGUR TANK,TANK,2020,KARNATAKA,25,28,2,6.2,6.5,7.9,726,1478,3,29,0.6,8.73,400,120000,3500,920000,2020,"Calendar Year (Jan - Dec), 2020"
3623,ANEKAL DODDAKERE TANK,TANK,2020,KARNATAKA,25,30,3.3,8.2,6.5,8.3,351,2770,2,22,1.1,7.46,460,140000,3500,920000,2020,"Calendar Year (Jan - Dec), 2020"
3626,NAGAVARA TANK,TANK,2020,KARNATAKA,25,32,2.1,8.5,6.4,7.9,267,1185,3,21,0.8,5.8,120,46000000,920,350000000,2020,"Calendar Year (Jan - Dec), 2020"
3629,ALLASANDRA TANK,TANK,2020,KARNATAKA,25,30,3,7.5,7,9,474,1445,4,13,1,3.3,4600,3300000,35000,24000000,2020,"Calendar Year (Jan - Dec), 2020"
3630,YELAHANKA TANK,TANK,2020,KARNATAKA,25,31,0.5,7.8,5.9,9.7,428,1443,2,35,1.22,6.9,3300,110000,35000,1600000,2020,"Calendar Year (Jan - Dec), 2020"
3632,VEERAPURA TANK,TANK,2020,KARNATAKA,24,26,0.5,6.1,6.3,7.8,262,2880,4,77,0.9,5.74,630,940000,5400,5400000,2020,"Calendar Year (Jan - Dec), 2020"
3633,SUBRAMANYAPURA TANK,TANK,2020,KARNATAKA,25,34,3.8,7,6.4,7.9,920,1853,4,28,1.4,7.72,580,58000,9200,920000,2020,"Calendar Year (Jan - Dec), 2020"
3634,DEVARAKERE TANK,TANK,2020,KARNATAKA,24,35,3.5,6.8,6.5,7.7,261,1936,2.6,9,0.61,2.18,460,130000,5400,920000,2020,"Calendar Year (Jan - Dec), 2020"
3635,MALATHAHALLI TANK,TANK,2020,KARNATAKA,20,29,0.3,5.2,6.6,7.9,912,1570,5,95,2.1,11,6300,15000000,54000,160000000,2020,"Calendar Year (Jan - Dec), 2020"
3636,BANDEMATTA TANK,TANK,2020,KARNATAKA,24,29,0.5,6.1,6.5,8,670,1276,4,15,2,11.7,4300,15000,35000,160000,2020,"Calendar Year (Jan - Dec), 2020"
3637,BYRAMANGALA TANK,TANK,2020,KARNATAKA,25,26,0.9,6.5,6.5,7.6,850,1330,4,28,0.32,5.4,1400,140000,9200,1600000,2020,"Calendar Year (Jan - Dec), 2020"
3638,ANNAYAPPA TANK,TANK,2020,KARNATAKA,24,31,4.3,6.7,6.5,8,225,400,3,8,0.02,3.1,480,11000,3500,92000,2020,"Calendar Year (Jan - Dec), 2020"
